label,pattern,attr,replace
myrsidea,Myrsidea vinlandica,lower,
myrsidea,Myrsidea violaceae,lower,
myrsidea,Myrsidea warwicki,lower,
myrsidea,Myrsidea waterstoni,lower,
myrsidea,Myrsidea whitemani,lower,
myrsidea,Myrsidea willardi,lower,
myrsidea,Myrsidea witti,lower,
myrsidea,Myrsidea woltersi,lower,
myrsidea,Myrsidea wombeyi,lower,
myrsidea,Myrsidea yoshizawai,lower,
myrsidea,Myrsidea zeledoni,lower,
myrsidea,Myrsidea zenae,lower,
myrsidea,Myrsidea zeylanici,lower,
myrsidea,Myrsidea zhangae,lower,
myrsidea,Myrsidea zonotriciae,lower,
myrsidea,Myrsidea zuzanae,lower,
